No,PSRJ,ref_psr,RAJ,ra_err,ref_ra,DECJ,dec_err,ref_dec,ra_deg,dec_deg
723,J1243-6423,lvw69a,12:43:17.101,0.001,jbv+19,-64:23:23.73,0.01,jbv+19,190.82125416666665,-64.389925
724,J1244-1812,sfj+20,12:44:25.78,0.05,sfj+20,-18:12:16.2,0.9,sfj+20,191.10741666666664,-18.2045
725,J1244-5053,ebvb01,12:44:11.48,0.01,ebvb01,-50:53:20.6,0.1,ebvb01,191.0478333333333,-50.88905555555556
726,J1244-6359,ncb+15,12:44:47.693,0.018,ncb+15,-63:59:47.4,0.3,ncb+15,191.1987208333333,-63.9965
727,J1244-6531,kel+09,12:44:38.3,0.2,kel+09,-65:31:12,2.0,kel+09,191.1595833333333,-65.52
728,J1245-6238,mlc+01,12:45:21.12,0.14,mlc+01,-62:38:55.9,0.8,mlc+01,191.33799999999997,-62.64886111111111
729,J1246+2253,tdk+93,12:46:49.363,0.005,bfrs18,+22:53:43.27,0.08,bfrs18,191.70567916666667,22.895352777777777
730,J1248-6344,kbm+03,12:48:46.36,0.05,kbm+03,-63:44:09.6,0.5,kbm+03,192.19316666666666,-63.736000000000004
731,J1248-6444,ncb+15,12:48:32.87,0.02,ncb+15,-64:44:00.0,0.8,ncb+15,192.13695833333333,-64.73333333333333
732,J1249-6507,kbm+03,12:49:54.32,0.09,kbm+03,-65:07:19.8,0.7,kbm+03,192.4763333333333,-65.12216666666666
733,J1251-7407,bbb+12,12:51:52.94,0.01,bbb+12,-74:07:15.04,0.09,bbb+12,192.9705833333333,-74.12084444444444
735,J1252-6314,mlc+01,12:52:42.62,0.11,mlc+01,-63:14:32.7,0.6,mlc+01,193.1775833333333,-63.24241666666667
736,J1253-5820,mld+96,12:53:28.342,0.002,dsb+98,-58:20:40.89,0.02,dsb+98,193.36809166666663,-58.34469166666667
737,J1254-6150,kbm+03,12:54:32.48,0.06,kbm+03,-61:50:50.8,0.3,kbm+03,193.63533333333334,-61.84744444444445
739,J1255-6131,kbm+03,12:55:54.86,0.04,kbm+03,-61:31:10.1,0.4,kbm+03,193.97858333333332,-61.51947222222222
741,J1257-1027,dtws85,12:57:04.7625,0.0002,dgb+19,-10:27:05.551,0.002,dgb+19,194.26984374999995,-10.451541944444443
742,J1259-6741,mlt+78,12:59:22.64,0.01,lbs+20,-67:41:40.27,0.06,lbs+20,194.8443333333333,-67.69451944444445
743,J1300+1240,wol90a,13:00:03.5767,0.0001,kw03,+12:40:56.4721,0.0003,kw03,195.01490291666664,12.68235336111111
744,J1300-6602,ccb+20,13:00:26.93,0.03,ccb+20,-66:02:16.8,0.2,ccb+20,195.1122083333333,-66.038
745,J1301+0833,rap+12,13:01:38.26,0.0,lht14,+08:33:57.5,0.0,lht14,195.40941666666666,8.565972222222223
746,J1301-6305,mlc+01,13:01:45.76,0.14,mlc+01,-63:05:33.9,1.2,mlc+01,195.44066666666666,-63.09275
747,J1301-6310,kbm+03,13:01:28.30,0.07,kbm+03,-63:10:40.5,0.5,kbm+03,195.36791666666667,-63.17791666666666
748,J1302-3258,hrm+11,13:02:26,0.0,aab+22,-32:58:48,0.0,aab+22,195.6083333333333,-32.980000000000004
750,J1302-6313,kbm+03,13:02:19.2,0.7,kbm+03,-63:13:29,4.0,kbm+03,195.57999999999996,-63.224722222222226
751,J1302-6350,jlm+92,13:02:47.638337,1.2e-05,mds+18,-63:50:08.62859,8e-05,mds+18,195.6984930708333,-63.83573016388889
752,J1303+38,scb+19,13:03:18,18.0,scb+19,+38:13,3.0,scb+19,195.825,38.21666666666667
753,J1303-6305,mlc+01,13:03:00.02,0.23,mlc+01,-63:05:00.8,1.5,mlc+01,195.75008333333332,-63.083555555555556
754,J1304+12,aab+22,13:04:27,0.0,aab+22,+12:02:28,0.0,aab+22,196.11249999999998,12.04111111111111
755,J1305-6203,mlc+01,13:05:21.14,0.1,psj+19,-62:03:21.07,0.08,psj+19,196.33808333333332,-62.05585277777777
756,J1305-6256,mlc+01,13:05:28.0,0.4,mlc+01,-62:56:39,3.0,mlc+01,196.36666666666665,-62.94416666666666
757,J1305-6455,mlt+78,13:05:23.47,0.02,lbs+20,-64:55:28.5,0.1,lbs+20,196.34779166666667,-64.92458333333335
759,J1306-4035,kbj+18,13:06:56.30,0.02,lin18,-40:35:23.3,0.2,lin18,196.7345833333333,-40.58980555555556
760,J1306-6242,kbm+03,13:06:44.6,0.1,kbm+03,-62:42:03,1.0,kbm+03,196.6858333333333,-62.700833333333335
761,J1306-6617,jlm+92,13:06:38.12,0.01,lbs+20,-66:17:21.2,0.1,lbs+20,196.6588333333333,-66.28922222222222
762,J1307-6318,mlc+01,13:07:54.7,0.6,mlc+01,-63:18:35,4.0,mlc+01,196.97791666666666,-63.30972222222222
764,J1308+2127,hhss02,13:08:48.27,0.01,kkv02,+21:27:06.78,0.05,kkv02,197.20112499999996,21.45188333333333
765,J1308-23,mss+20,13:08,0.0,mss+20,-23,0.0,mss+20,196.99999999999997,-23.0
766,J1308-4650,jbo+09,13:08:44.589,0.019,jbo+09,-46:50:29.7,0.4,jbo+09,197.18578749999998,-46.84158333333333
767,J1308-5844,lfl+06,13:08:21.08,0.03,lfl+06,-58:44:13.8,0.4,lfl+06,197.0878333333333,-58.73716666666667
768,J1309-6415,mlc+01,13:09:16.6,0.7,mlc+01,-64:15:59,5.0,mlc+01,197.31916666666663,-64.26638888888888
769,J1309-6526,kbm+03,13:09:00.29,0.08,kbm+03,-65:26:16.6,0.5,kbm+03,197.25120833333332,-65.43794444444445
770,J1311-1228,dtws85,13:11:52.649,0.011,hlk+04,-12:28:01.6,0.4,hlk+04,197.96937083333333,-12.46711111111111
771,J1311-3430,pgf+12,13:11:45.7242,0.0002,pgf+12,-34:30:30.350,0.004,pgf+12,197.94051749999997,-34.508430555555556
772,J1312+0051,san16,13:12:46.64232,9e-05,san16,+00:51:00.104,0.003,san16,198.19434299999995,0.8500288888888888
773,J1312+1810A,kapw91,13:12:55.2,0.0,har10a,+18:10:05,0.0,har10a,198.22999999999996,18.168055555555558
774,J1312+1810B,pqm+21,13:12:55.2,0.0,har10a,+18:10:05,0.0,har10a,198.22999999999996,18.168055555555558
775,J1312+1810C,pqm+21,13:12:55.2,0.0,har10a,+18:10:05,0.0,har10a,198.22999999999996,18.168055555555558
776,J1312+1810D,pqm+21,13:12:55.2,0.0,har10a,+18:10:05,0.0,har10a,198.22999999999996,18.168055555555558
777,J1312-5402,mlt+78,13:12:04.708,0.002,lbs+20,-54:02:42.5,0.2,lbs+20,198.01961666666662,-54.045138888888886
778,J1312-5516,mlt+78,13:12:53.533,0.009,lbs+20,-55:16:47.3,0.1,lbs+20,198.22305416666663,-55.279805555555555
779,J1312-6400,mlc+01,13:12:07.16,0.1,mlc+01,-64:00:55.6,0.9,mlc+01,198.0298333333333,-64.01544444444444
780,J1313+0931,lzb+00,13:13:23.0,0.1,lzb+00,+09:31:56,1.0,lzb+00,198.3458333333333,9.532222222222224
781,J1314-6101,kbm+03,13:14:23.4,0.9,kbm+03,-61:01:16,6.0,kbm+03,198.59749999999997,-61.02111111111111
782,J1316-6232,cmk01,13:16:46.3,0.2,cmk01,-62:32:12.2,0.5,cmk01,199.19291666666663,-62.536722222222224
783,J1317-0157,mss+20,13:17,0.0,mss+20,-01:57,0.0,mss+20,199.24999999999997,-1.95
784,J1317-5759,mll+06,13:17:46.29,0.03,mlk+09,-57:59:30.5,0.3,mlk+09,199.442875,-57.99180555555556
785,J1317-6302,mlc+01,13:17:44.69,0.07,mlc+01,-63:02:52.2,0.6,mlc+01,199.4362083333333,-63.04783333333333
786,J1319-6056,jlm+92,13:19:20.250,0.007,lbs+20,-60:56:46.79,0.06,lbs+20,199.83437499999997,-60.946330555555555
787,J1319-6105,kbm+03,13:19:26.32,0.02,kbm+03,-61:05:26.2,0.1,kbm+03,199.85966666666664,-61.090611111111116
788,J1320-3512,mld+96,13:20:12.68,0.04,dsb+98,-35:12:26.0,0.8,dsb+98,200.05283333333333,-35.20722222222223
789,J1320-5359,mlt+78,13:20:53.921,0.003,jbv+19,-53:59:05.00,0.04,jbv+19,200.22467083333333,-53.984722222222224
790,J1320+67,slr+14,13:20,3.0,slr+14,+67:30,18.0,slr+14,199.99999999999997,67.5
791,J1321-5922,kel+09,13:21:39.56,0.05,kel+09,-59:22:52.1,0.7,kel+09,200.4148333333333,-59.38113888888889
792,J1321+8323,dbtb82,13:21:45.6315,0.0007,dgb+19,+83:23:39.432,0.001,dgb+19,200.44013124999998,83.39428666666667
794,J1322-6241,mlc+01,13:22:32.15,0.12,mlc+01,-62:41:53.5,0.8,mlc+01,200.6339583333333,-62.69819444444444
795,J1322-6329,kbm+03,13:22:18.0,0.2,kbm+03,-63:29:37,2.0,kbm+03,200.575,-63.493611111111115
796,J1324-6146,kbm+03,13:24:43.9,0.5,kbm+03,-61:46:00,3.0,kbm+03,201.18291666666664,-61.766666666666666
797,J1324-6302,kbm+03,13:24:13.65,0.07,kbm+03,-63:02:21.1,0.6,kbm+03,201.056875,-63.03919444444444
798,J1325-6253,sbs+22,13:25:04.8907,0.0002,sbs+22,-62:53:39.594,0.002,sbs+22,201.27037791666663,-62.894331666666666
800,J1326-4728A,djk+20,13:26:39.670,0.003,djk+20,-47:30:11.64,0.01,djk+20,201.66529166666666,-47.503233333333334
801,J1326-4728B,djk+20,13:26:49.563,0.006,djk+20,-47:29:24.62,0.02,djk+20,201.70651249999997,-47.49017222222222
802,J1326-4728C,djk+20,13:26:44,0.0,djk+20,-47:30,0.0,djk+20,201.6833333333333,-47.5
803,J1326-4728D,djk+20,13:26:44,0.0,djk+20,-47:30,0.0,djk+20,201.6833333333333,-47.5
804,J1326-4728E,djk+20,13:26:44,0.0,djk+20,-47:30,0.0,djk+20,201.6833333333333,-47.5
805,J1326-5859,mlt+78,13:26:58.217,0.005,jbv+19,-58:59:29.29,0.05,jbv+19,201.7425708333333,-58.99146944444445
806,J1326-6408,mlt+78,13:26:32.433,0.002,lbs+20,-64:08:43.80,0.01,lbs+20,201.63513749999998,-64.14550000000001
807,J1326-6700,mlt+78,13:26:02.73,0.02,jbv+19,-67:00:49.2,0.2,jbv+19,201.511375,-67.01366666666667
808,J1327-0755,blr+13,13:27:57.5880,0.0012,blr+13,-07:55:29.80,0.04,blr+13,201.98994999999996,-7.924944444444445
809,J1327-6222,kac+73,13:27:17.176,0.009,jbv+19,-62:22:45.46,0.06,jbv+19,201.82156666666663,-62.37929444444445
810,J1327-6301,jlm+92,13:27:07.4320,0.0003,lbs+20,-63:01:15.51,0.02,lbs+20,201.78096666666664,-63.020975
811,J1327-6400,mlc+01,13:27:10.27,0.11,mlc+01,-64:00:13.1,0.6,mlc+01,201.79279166666663,-64.00363888888889
812,J1328-4357,mlt+78,13:28:06.432,0.01,bfg+03,-43:57:44.12,0.1,bfg+03,202.02679999999998,-43.96225555555556
813,J1328-4921,mlt+78,13:28:33.58,0.04,nmc81,-49:21:33.4,0.7,nmc81,202.13991666666664,-49.35927777777778
815,J1329-6158,kbm+03,13:29:03.3,0.6,kbm+03,-61:58:59,6.0,kbm+03,202.26374999999996,-61.98305555555556
816,J1331-5245,kjv+10,13:31:00.01,0.04,bbb+12,-52:45:25.4,0.5,bbb+12,202.75004166666668,-52.75705555555555
818,J1332-3032,lml+98,13:32:52.48,0.066,hlk+04,-30:32:17.3,1.7,hlk+04,203.21866666666662,-30.53813888888889
819,J1333-4449,jbo+09,13:33:44.829,0.005,jbo+09,-44:49:26.22,0.1,jbo+09,203.43678749999998,-44.82395
820,J1334+10,scb+19,13:34:30,12.0,scb+19,+10:05,3.0,scb+19,203.62499999999997,10.083333333333334
821,J1334-5839,mld+96,13:34:30.1091,0.0009,dsb+98,-58:39:16.545,0.008,dsb+98,203.62545458333332,-58.65459583333333
823,J1335-5656,nie+20,13:35,0.0,nie+20,-56:56,0.0,nie+20,203.74999999999997,-56.93333333333333
824,J1336-2522,kmk+18,13:36:20.84,0.02,kmk+18,-25:22:01.6,0.5,kmk+18,204.0868333333333,-25.36711111111111
826,J1337-4441,kbj+18,13:37:27.749,0.01,sfj+20,-44:41:42.3,0.2,sfj+20,204.3656208333333,-44.69508333333333
827,J1337-6306,hfs+04,13:37:20.35,0.05,hfs+04,-63:06:23.3,0.3,hfs+04,204.33479166666666,-63.10647222222222
828,J1337-6423,kjb+12,13:37:31.883,0.002,nbb+14,-64:23:04.915,0.009,nbb+14,204.3828458333333,-64.38469861111112
829,J1338-6204,jlm+92,13:38:09.247,0.007,lbs+20,-62:04:18.7,0.5,lbs+20,204.53852916666662,-62.07186111111111
830,J1339-4712,jbo+09,13:39:56.5886,0.0018,jbo+09,-47:12:05.52,0.03,jbo+09,204.98578583333332,-47.20153333333334
831,J1339-6618,kbm+03,13:39:56.6,0.2,kbm+03,-66:18:07.8,0.7,kbm+03,204.98583333333332,-66.30216666666666
832,J1340-6456,mlt+78,13:40:00.32,0.05,nmc81,-64:56:42.9,0.3,nmc81,205.00133333333332,-64.94525
833,J1341-6023,mlc+01,13:41:07.37,0.03,mlc+01,-60:23:34.7,0.5,mlc+01,205.2807083333333,-60.39297222222222
834,J1341-6220,mdt85,13:41:42.63,0.08,wmp+00,-62:20:20.7,0.5,wmp+00,205.42762499999998,-62.339083333333335
835,J1342+2822A,hrs+07,13:42:00.67,0.0,pqm+21,+28:22:31.4,0.0,pqm+21,205.50279166666664,28.37538888888889
836,J1342+2822B,hrs+07,13:42:11.0871,0.0001,hrs+07,+28:22:40.141,0.002,hrs+07,205.54619624999995,28.377816944444444
837,J1342+2822C,hrs+07,13:42:11.6,0.0,har10a,+28:22:38,0.0,har10a,205.5483333333333,28.377222222222223
838,J1342+2822D,hrs+07,13:42:10.2,0.7,hrs+07,+28:22:36,16.0,hrs+07,205.54249999999996,28.37666666666667
839,J1342+2822E,pqm+21,13:42:11.6,0.0,har10a,+28:22:38,0.0,har10a,205.5483333333333,28.377222222222223
840,J1342+2822F,pqm+21,13:42:11.6,0.0,har10a,+28:22:38,0.0,har10a,205.5483333333333,28.377222222222223
841,J1343+6634,mhl+18,13:43:59.26,0.02,mbc+20,+66:34:25.05,0.09,mbc+20,205.99691666666664,66.57362499999999
842,J1344-5855,ccb+20,13:44:53.05,0.03,ccb+20,-58:55:24.77,0.18,ccb+20,206.22104166666662,-58.92354722222222
843,J1344-6059,kbm+03,13:44:39.6,0.3,kbm+03,-60:59:31,3.0,kbm+03,206.16499999999996,-60.99194444444444
844,J1345-6115,mlc+01,13:45:44.43,0.19,mlc+01,-61:15:30.6,1.6,mlc+01,206.43512499999997,-61.2585
845,J1346-4918,bbb+12,13:46:22.35,0.02,bbb+12,-49:18:07.2,0.1,bbb+12,206.593125,-49.302
846,J1347-5947,mlc+01,13:47:19.38,0.04,mlc+01,-59:47:39.8,0.5,mlc+01,206.83074999999997,-59.79438888888889
847,J1348-6307,mlc+01,13:48:42.4,0.4,mlc+01,-63:07:04,4.0,mlc+01,207.17666666666668,-63.117777777777775
848,J1349-6130,mlc+01,13:49:36.62,0.18,psj+19,-61:30:17.12,0.15,psj+19,207.4025833333333,-61.504755555555555
850,J1350-5115,lml+98,13:50:16.159,0.002,lbs+20,-51:15:24.56,0.03,lbs+20,207.56732916666664,-51.25682222222222
851,J1350-6225,cwp+17,13:50:44.45,0.01,cwp+17,-62:25:43.8,0.1,cwp+17,207.68520833333332,-62.42883333333333
852,J1352-6803,ebvb01,13:52:34.45,0.04,ebvb01,-68:03:37.1,0.4,ebvb01,208.14354166666666,-68.06030555555556
853,J1354+2454,mss+20,13:54:04,0.0,mss+20,+24:54:06,0.0,mss+20,208.51666666666665,24.901666666666664
854,J1354-6249,kbm+03,13:54:35,1.0,kbm+03,-62:49:30,7.0,kbm+03,208.64583333333331,-62.825
855,J1355-5153,mlt+78,13:55:58.692,0.002,lbs+20,-51:53:53.95,0.02,lbs+20,208.99454999999998,-51.898319444444446
856,J1355-5747,lfl+06,13:55:36.95,0.15,lfl+06,-57:47:15,3.0,lfl+06,208.90395833333332,-57.7875
857,J1355-5925,kbm+03,13:55:59.11,0.05,kbm+03,-59:25:00.9,0.3,kbm+03,208.99629166666665,-59.416916666666665
858,J1355-6206,kbm+03,13:55:21.34,0.06,kbm+03,-62:06:20.1,0.5,kbm+03,208.83891666666665,-62.105583333333335
859,J1356-5521,mld+96,13:56:50.558,0.005,dsb+98,-55:21:12.96,0.05,dsb+98,209.2106583333333,-55.3536
861,J1357-6429,lfl+06,13:57:02.43,0.02,cml+04,-64:29:30.2,0.1,cml+04,209.26012499999996,-64.49172222222222
862,J1358-2533,mld+96,13:58:42,15.0,mld+96,-25:33,3.0,mld+96,209.67499999999998,-25.55
863,J1358-6025,nie+20,13:58,0.0,nie+20,-60:25,0.0,nie+20,209.49999999999997,-60.416666666666664
864,J1359-6038,mlt+78,13:59:58.248,0.001,jbv+19,-60:38:07.55,0.01,jbv+19,209.99269999999996,-60.63543055555556
865,J1400-1431,rsm+13,14:00:37.00361,0.00015,skm+17,-14:31:47.045,0.0061,skm+17,210.1541817083333,-14.529734722222223
867,J1400-6325,rmg+10,14:00:45.69,0.1,tcr+09,-63:25:42.6,0.7,tcr+09,210.190375,-63.4285
868,J1401-6357,mlt+78,14:01:52.45,0.01,lbs+20,-63:57:42.0,0.1,lbs+20,210.46854166666665,-63.961666666666666
869,J1402+13,aab+22,14:03:00,0.0,aab+22,+13:09:12,0.0,aab+22,210.74999999999997,13.153333333333334
871,J1403-0314,mbc+19,14:03:41,0.0,mbc+19,-03:15:28,0.0,mbc+19,210.9208333333333,-3.2577777777777777
872,J1403-6310,kbm+03,14:03:14.0,0.2,kbm+03,-63:10:27,1.0,kbm+03,210.80833333333334,-63.174166666666665
873,J1403-7646,lml+98,14:03:04.1,0.2,dsb+98,-76:46:57.5,0.6,dsb+98,210.76708333333332,-76.78263888888888
874,J1404+1159,cha03,14:04:36.987,0.008,mbc+20,+11:59:16.0,0.2,mbc+20,211.15411249999997,11.987777777777778
875,J1405-4656,btb+15,14:05:21.4255,0.0008,btb+15,-46:56:02.31,0.01,btb+15,211.33927291666666,-46.933975
876,J1405-5641,lfl+06,14:05:12.41,0.04,lfl+06,-56:41:24.2,0.7,lfl+06,211.30170833333332,-56.69005555555555
877,J1406-4233,kbj+18,14:06:04.79,0.03,sfj+20,-42:33:20.6,0.3,sfj+20,211.51995833333328,-42.55572222222222
878,J1406-5806,kbm+03,14:06:01.2,0.2,kbm+03,-58:06:32,1.0,kbm+03,211.50499999999997,-58.10888888888889
879,J1406-6121,mlc+01,14:06:50.04,0.06,mlc+01,-61:21:27.9,0.6,mlc+01,211.70849999999996,-61.35775
880,J1407-6048,mlc+01,14:07:58.64,0.13,mlc+01,-60:48:58.8,1.2,mlc+01,211.99433333333332,-60.81633333333333
881,J1407-6153,mlc+01,14:07:56.5,0.5,mlc+01,-61:53:59,6.0,mlc+01,211.98541666666665,-61.89972222222222
882,J1409-6953,bbb+12,14:09:16.9,0.1,bbb+12,-69:53:34.4,0.5,bbb+12,212.32041666666666,-69.89288888888889
883,J1410-6132,ojk+08,14:10:23.591,0.003,aab+22,-61:32:08.15,0.04,aab+22,212.59829583333328,-61.53559722222222
884,J1410-7404,eb01b,14:10:07.370,0.005,eb01b,-74:04:53.32,0.02,eb01b,212.5307083333333,-74.08147777777778
885,J1411+2551,msf+17,14:11:18.866,0.003,msf+17,+25:51:08.39,0.07,msf+17,212.8286083333333,25.852330555555557
886,J1412-6111,mlc+01,14:12:59.62,0.13,mlc+01,-61:11:30.5,0.7,mlc+01,213.24841666666663,-61.191805555555554
887,J1412-6145,mlc+01,14:12:07.63,0.1,psj+19,-61:45:28.48,0.08,psj+19,213.03179166666663,-61.75791111111111
888,J1412+7922,zhi+11,14:12:55.867,0.038,hg15,+79:22:03.895,0.076,hg15,213.23277916666663,79.36774861111111
889,J1413-6141,kbm+03,14:13:09.87,0.09,kbm+03,-61:41:13,1.0,kbm+03,213.291125,-61.68694444444444
890,J1413-6205,sdz+10,14:13:29.9,0.1,sdz+10,-62:05:38,1.0,sdz+10,213.3745833333333,-62.09388888888889
891,J1413-6222,mlc+01,14:13:05.47,0.08,mlc+01,-62:22:27.8,1.1,mlc+01,213.27279166666665,-62.37438888888889
892,J1413-6307,jlm+92,14:13:31.316,0.008,jml+95,-63:07:35.45,0.07,jml+95,213.3804833333333,-63.12651388888889
893,J1414-6802,ebvb01,14:14:25.7,0.1,ebvb01,-68:02:58,1.0,ebvb01,213.6070833333333,-68.04944444444445
894,J1415-6621,ebvb01,14:15:31.27,0.03,hfs+04,-66:21:12.2,0.3,hfs+04,213.88029166666664,-66.35338888888889
895,J1416-5033,bbb+12,14:16:44.6,0.2,bbb+12,-50:33:17,3.0,bbb+12,214.18583333333333,-50.55472222222222
896,J1416-6037,mlc+01,14:16:30.59,0.16,mlc+01,-60:37:59.5,0.9,mlc+01,214.12745833333332,-60.63319444444444
897,J1417-4402,crr+16,14:17:30.60,0.09,scc+15,-44:02:57.4,0.9,scc+15,214.37749999999997,-44.049277777777775
898,J1418-3921,mld+96,14:18:50.283,0.005,dsb+98,-39:21:18.51,0.1,dsb+98,214.7095125,-39.35514166666667
899,J1418-5945,kbm+03,14:18:32.3,0.4,kbm+03,-59:45:00,3.0,kbm+03,214.63458333333332,-59.75
900,J1418-6058,aaa+09c,14:18:42.7,0.1,rkp+11,-60:57:49,2.0,rkp+11,214.67791666666665,-60.96361111111111
901,J1420-5416,mlt+78,14:20:29.11,0.01,lbs+20,-54:16:22.7,0.1,lbs+20,215.12129166666665,-54.27297222222222
902,J1420-5625,hfs+04,14:20:03.062,0.003,hfs+04,-56:25:55.00,0.03,hfs+04,215.01275833333332,-56.43194444444444
903,J1420-6048,dkm+01,14:20:08.237,0.016,dkm+01,-60:48:16.43,0.15,dkm+01,215.0343208333333,-60.804563888888886
904,J1421-4409,kbj+18,14:21:20.96387,5e-05,sfj+20,-44:09:04.553,0.001,sfj+20,215.33734945833328,-44.15126472222222
905,J1422-6138,pga+13,14:22:28.297,0.003,aab+22,-61:38:28.32,0.04,aab+22,215.61790416666665,-61.6412
906,J1423-6953,ebvb01,14:23:26.79,0.02,jbo+09,-69:53:42.82,0.08,jbo+09,215.86162499999998,-69.89522777777779
907,J1424-5556,hfs+04,14:24:12.76,0.03,hfs+04,-55:56:13.9,0.3,hfs+04,216.05316666666664,-55.937194444444444
909,J1424-5822,kbm+03,14:24:32.130,0.008,lbs+20,-58:22:55.7,0.1,lbs+20,216.13387499999996,-58.38213888888889
910,J1424-6438,kbm+03,14:24:59.2,0.2,kbm+03,-64:38:10.0,0.9,kbm+03,216.24666666666664,-64.63611111111112
911,J1425-5723,kbm+03,14:25:36.56,0.03,kbm+03,-57:23:30.8,0.4,kbm+03,216.4023333333333,-57.391888888888886
912,J1425-5759,kbm+03,14:25:59.11,0.07,kbm+03,-57:59:10.2,0.9,kbm+03,216.49629166666665,-57.98616666666667
913,J1425-6210,mlc+01,14:25:07.7,0.3,mlc+01,-62:10:04.9,1.0,mlc+01,216.28208333333328,-62.16802777777777
914,J1426+52,scb+19,14:27:00,18.0,scb+19,+52:10,3.0,scb+19,216.74999999999997,52.166666666666664
915,J1427-4158,jbo+09,14:27:50.770,0.009,jbo+09,-41:58:56.3,0.3,jbo+09,216.96154166666662,-41.982305555555556
916,J1428-5530,mlt+78,14:28:26.240,0.003,lbs+20,-55:30:50.06,0.04,lbs+20,217.1093333333333,-55.51390555555555
917,J1429-5911,sdz+10,14:29:58.6,0.1,sdz+10,-59:11:36.6,0.7,sdz+10,217.49416666666662,-59.1935
918,J1429-5935,mlc+01,14:29:25.90,0.1,mlc+01,-59:35:58.9,1.2,mlc+01,217.35791666666663,-59.599694444444445
919,J1430+22,mss+20,14:30:01,0.0,mss+20,+22:24:23,0.0,mss+20,217.50416666666663,22.406388888888888
920,J1430-5712,ccb+20,14:30:16.17,0.02,ccb+20,-57:12:31.4,0.2,ccb+20,217.56737499999997,-57.20872222222223
921,J1430-6623,lvw68,14:30:40.735,0.002,jbv+19,-66:23:05.55,0.01,jbv+19,217.66972916666663,-66.38487500000001
922,J1431-4715,btb+15,14:31:44.6177,0.0002,btb+15,-47:15:27.574,0.004,btb+15,217.93590708333332,-47.25765944444444
923,J1431-5740,bbb+13,14:31:03.4953,0.0003,bbb+13,-57:40:11.670,0.004,bbb+13,217.76456374999998,-57.66990833333333
924,J1431-6328,kdl+19,14:13:21.23,0.06,kdl+19,-63:28:08.6,0.4,kdl+19,213.3384583333333,-63.469055555555556
925,J1432-5032,kjv+10,14:32:52.27,0.07,bbb+12,-50:32:17.3,0.6,bbb+12,218.21779166666664,-50.53813888888889
927,J1433-6038,kel+09,14:33:13.18,0.06,kel+09,-60:38:34.7,0.8,kel+09,218.30491666666666,-60.64297222222222
928,J1434-5943,ccb+20,14:34:58.31,0.02,ccb+20,-59:43:41.6,0.2,ccb+20,218.74295833333332,-59.72822222222222
929,J1434-6006,kbm+03,14:34:05.3,0.2,kbm+03,-60:06:29.0,0.9,kbm+03,218.5220833333333,-60.10805555555556
930,J1434-6029,mlc+01,14:34:39.1,0.3,mlc+01,-60:29:49,3.0,mlc+01,218.66291666666663,-60.496944444444445
931,J1434+7257,slr+14,14:33:59.7370,0.0009,slr+14,+72:57:26.512,0.006,slr+14,218.49890416666665,72.95736444444445
932,J1435-5954,hfs+04,14:35:00.208,0.001,lbs+20,-59:54:49.5,0.1,lbs+20,218.75086666666667,-59.91375
933,J1435-6100,clm+01,14:35:20.2765,0.0005,clm+01,-61:00:57.956,0.007,clm+01,218.83448541666664,-61.01609888888889
934,J1437-5959,cng+09,14:37:01.91,0.03,cng+09,-59:59:01.4,0.3,cng+09,219.2579583333333,-59.98372222222223
935,J1437-6146,hfs+04,14:37:15.31,0.09,hfs+04,-61:46:02.0,0.8,hfs+04,219.31379166666665,-61.76722222222222
936,J1439-5501,fsk+04,14:39:39.7420,0.0004,lfl+06,-55:01:23.621,0.006,lfl+06,219.91559166666664,-55.023228055555556
937,J1439+7655,kkl+15,14:39:22,0.0,mss+20,+76:55:46,0.0,mss+20,219.84166666666664,76.92944444444444
938,J1440-6344,mlt+78,14:40:31.26,0.02,jbv+19,-63:44:48.4,0.2,jbv+19,220.13024999999996,-63.74677777777778
939,J1441-6137,kbm+03,14:41:44.3,0.1,kbm+03,-61:37:24,2.0,kbm+03,220.4345833333333,-61.623333333333335
940,J1443-5122,kjv+10,14:43:26.97,0.06,bbb+12,-51:22:26,1.0,bbb+12,220.862375,-51.37388888888889
941,J1444-5941,mlc+01,14:44:46.5,0.3,mlc+01,-59:41:19,3.0,mlc+01,221.19374999999997,-59.68861111111111
942,J1444-6026,mll+06,14:44:06.02,0.07,mlk+09,-60:26:09.4,0.4,mlk+09,221.0250833333333,-60.43594444444444
943,J1446-4701,kjb+12,14:46:35.712054,7.5e-06,rsc+21,-47:01:26.78210,0.00014,rsc+21,221.648800225,-47.02410613888889
944,J1447-5757,nie+20,14:47,0.0,nie+20,-57:57,0.0,nie+20,221.74999999999997,-57.95
945,J1449-5846,kbm+03,14:49:25.43,0.06,kbm+03,-58:46:40.4,0.7,kbm+03,222.3559583333333,-58.77788888888889
946,J1452-5851,mlc+01,14:52:52.60,0.1,psj+19,-58:51:13.2,1.1,psj+19,223.21916666666667,-58.85366666666667
947,J1452-6036,kbm+03,14:52:51.885,0.004,jks21,-60:36:31.43,0.05,jks21,223.2161875,-60.60873055555556
948,J1453+1902,lmcs07,14:53:45.719363,1.6e-05,aab+21a,+19:02:12.1142,0.00031,aab+21a,223.4404973458333,19.03669838888889
949,J1453-6413,lvw69a,14:53:32.665,0.006,psj+19,-64:13:16.00,0.05,psj+19,223.38610416666663,-64.22111111111111
