No,PSRJ,ref_psr,RAJ,ra_err,ref_ra,DECJ,dec_err,ref_dec,ra_deg,dec_deg
950,J1454-5846,clm+01,14:54:10.908,0.003,clm+01,-58:46:34.74,0.03,clm+01,223.54545,-58.776316666666666
951,J1455-3330,lnl+95,14:55:47.970656,1.6e-05,aab+21a,-33:30:46.3869,0.00048,aab+21a,223.9498777333333,-33.51288525
954,J1456-6843,lvw68,14:55:59.923,0.003,jbv+19,-68:43:39.50,0.02,jbv+19,223.99967916666662,-68.72763888888889
955,J1457-5122,mlt+78,14:57:40.093,0.008,lbs+20,-51:22:54.9,0.1,lbs+20,224.41705416666665,-51.38191666666667
956,J1457-5900,kbm+03,14:57:39.0,0.2,kbm+03,-59:00:51,3.0,kbm+03,224.41249999999997,-59.01416666666667
957,J1457-5902,kbm+03,14:57:31.9,0.1,kbm+03,-59:02:04,2.0,kbm+03,224.38291666666663,-59.03444444444444
958,J1459-6053,aaa+09c,14:59:29.99,0.06,rkp+11,-60:53:20.7,0.4,rkp+11,224.8749583333333,-60.88908333333333
959,J1501-0046,lbr+13,15:01:44.9558,0.0094,lbr+13,-00:46:23.52,0.88,lbr+13,225.43731583333332,-0.7732
960,J1501-5637,kbm+03,15:01:51.0,0.4,kbm+03,-56:37:48,5.0,kbm+03,225.46249999999998,-56.63
962,J1502+4653,ccl+21,15:02:19.83,0.01,ccl+21,+46:53:27.4,0.1,ccl+21,225.58262499999998,46.89094444444444
963,J1502-5653,hfs+04,15:02:57.389,0.011,hfs+04,-56:53:39.21,0.12,hfs+04,225.73912083333332,-56.894225
964,J1502-5828,kbm+03,15:02:43.8,0.3,kbm+03,-58:28:42,6.0,kbm+03,225.68249999999998,-58.47833333333333
965,J1502-6128,kbm+03,15:02:29.84,0.05,kbm+03,-61:28:50.3,0.5,kbm+03,225.62433333333328,-61.48063888888889
966,J1502-6752,kjb+12,15:02:18.615,0.002,nbb+14,-67:52:16.759,0.018,nbb+14,225.57756249999997,-67.87132194444443
967,J1503+2111,clm+05,15:03:54.60,0.04,clm+05,+21:11:09.3,0.5,clm+05,225.9775,21.185916666666667
968,J1504-5621,kbm+03,15:04:49.14,0.07,kbm+03,-56:21:32,1.0,kbm+03,226.20474999999996,-56.35888888888889
969,J1504-5659,ccb+20,15:04:31.987,0.017,ccb+20,-56:59:19.4,0.2,ccb+20,226.13327916666663,-56.98872222222222
970,J1505-25,mss+20,15:05,0.0,mss+20,-25,0.0,mss+20,226.24999999999997,-25.0
971,J1506-5158,mlt+78,15:06:39.5,0.7,nmc81,-51:58:10,10.0,nmc81,226.6645833333333,-51.96944444444445
972,J1507-4352,mlt+78,15:07:34.175,0.004,lbs+20,-43:52:04.05,0.01,lbs+20,226.89239583333332,-43.86779166666667
973,J1507-5800,ccb+20,15:07:03.504,0.008,ccb+20,-58:00:56.20,0.1,ccb+20,226.76459999999997,-58.01561111111111
974,J1507-6640,mlt+78,15:07:48.634,0.001,lbs+20,-66:40:57.86,0.01,lbs+20,226.95264166666666,-66.68273888888889
975,J1509+5531,htg+68,15:09:25.6298,0.0001,cbv+09,+55:31:32.394,0.002,cbv+09,227.3567908333333,55.525665
976,J1509-5850,kbm+03,15:09:27.156,0.007,psj+19,-58:50:56.01,0.08,psj+19,227.36314999999996,-58.84889166666667
977,J1509-6015,kbm+03,15:09:07.5,0.1,kbm+03,-60:15:18.6,0.6,kbm+03,227.28124999999997,-60.25516666666667
978,J1510-4422,mlt+78,15:10:48.9,0.4,nmc81,-44:22:07,6.0,nmc81,227.70374999999996,-44.368611111111115
979,J1511-5414,kbm+03,15:11:51.285,0.003,lbs+20,-54:14:40.32,0.06,lbs+20,227.9636875,-54.24453333333334
980,J1511-5835,kbm+03,15:11:07.0,0.3,kbm+03,-58:35:28,1.0,kbm+03,227.77916666666664,-58.59111111111111
981,J1512-5431,kbm+03,15:12:05.7,0.2,kbm+03,-54:31:19,3.0,kbm+03,228.02374999999995,-54.52194444444444
982,J1512-5759,jlm+92,15:12:43.04,0.1,psj+19,-57:59:59.8,1.1,psj+19,228.1793333333333,-57.999944444444445
983,J1513-2550,san16,15:13:23.32059,6e-05,san16,-25:50:31.285,0.003,san16,228.34716912499997,-25.84202361111111
984,J1513-5739,mlc+01,15:13:58.99,0.09,mlc+01,-57:39:01.4,1.3,mlc+01,228.49579166666663,-57.65038888888889
985,J1513-5908,sh82,15:13:55.811,0.011,psj+19,-59:08:09.60,0.08,psj+19,228.48254583333332,-59.136
986,J1513-5946,kle+10,15:13:44.78,0.01,kkl+11,-59:46:31.9,0.7,kkl+11,228.43658333333332,-59.775527777777775
987,J1513-6013,ccb+20,15:13:54.02,0.04,ccb+20,-60:13:26.5,0.3,ccb+20,228.47508333333332,-60.22402777777778
988,J1514-4834,mlt+78,15:14:14.563,0.002,lbs+20,-48:34:19.97,0.04,lbs+20,228.56067916666663,-48.57221388888889
989,J1514-4946,kcj+12,15:14:19.1141,0.0001,ckr+15,-49:46:15.516,0.005,ckr+15,228.5796420833333,-49.77097666666666
990,J1514-5316,ccb+20,15:14:40.160,0.011,ccb+20,-53:16:02.3,0.2,ccb+20,228.6673333333333,-53.26730555555555
991,J1514-5925,kbm+03,15:14:59.10,0.03,psj+19,-59:25:43.5,0.3,psj+19,228.74624999999995,-59.42875
992,J1515-5720,kbm+03,15:15:09.23,0.14,psj+19,-57:20:50.15,0.17,psj+19,228.7884583333333,-57.34726388888889
993,J1516-43,brs+19,15:16:32.3,1.1,brs+19,-43:20:00,1.0,brs+19,229.13458333333332,-43.333333333333336
994,J1517-313,srp+22,15:17:51,0.0,srp+22,-31:20,0.0,srp+22,229.46249999999998,-31.333333333333332
995,J1517-314,srp+22,15:17:51,0.0,srp+22,-31:20,0.0,srp+22,229.46249999999998,-31.333333333333332
996,J1517-32,mbc+19,15:17:01,0.0,mbc+19,-32:26:05,0.0,mbc+19,229.25416666666663,-32.43472222222222
997,J1517-4356,ebvb01,15:17:27.34,0.01,ebvb01,-43:56:17.9,0.2,ebvb01,229.36391666666665,-43.93830555555555
998,J1517-4636,kjv+10,15:17:29.376,0.009,bbb+12,-46:36:00.6,0.2,bbb+12,229.37239999999997,-46.60016666666667
999,J1518+0204A,wakp89,15:18:33.3176,0.0006,awkp97,+02:05:27.55,0.03,awkp97,229.6388233333333,2.0909861111111114
1000,J1518+0204B,wakp89,15:18:31.458,0.003,awkp97,+02:05:15.47,0.05,awkp97,229.63107499999998,2.0876305555555557
1001,J1518+0204C,hrs+07,15:18:32.788893,2.1e-05,prf+14,+02:04:47.8153,0.0008,prf+14,229.6366203875,2.0799486944444445
1002,J1518+0204D,hrs+07,15:18:33.2,0.0,har10a,+02:04:52,0.0,har10a,229.63833333333332,2.0811111111111114
1003,J1518+0204E,hrs+07,15:18:34,0.0,har96,+02:04:58,0.0,har96,229.64166666666665,2.082777777777778
1004,J1518+0204F,pqm+21,15:18:33.2,0.0,har10a,+02:04:52,0.0,har10a,229.63833333333332,2.0811111111111114
1005,J1518-0627,lbr+13,15:18:59.1104,0.008,lbr+13,-06:27:07.70,0.66,lbr+13,229.7462933333333,-6.452138888888889
1006,J1518-3952,bsb+19,15:18:56.968,0.018,bsb+19,-39:52:30.3,0.7,bsb+19,229.73736666666665,-39.875083333333336
1007,J1518+4904,nst96,15:18:16.799084,1.6e-05,jsk+08,+49:04:34.25119,0.00016,jsk+08,229.56999618333333,49.07618088611112
1008,J1518-5415,kel+09,15:18:13.50,0.01,kel+09,-54:15:45.0,0.3,kel+09,229.55624999999998,-54.2625
1009,J1519-5734,lfl+06,15:19:47.59,0.06,lfl+06,-57:34:13.6,0.7,lfl+06,229.94829166666665,-57.57044444444445
1010,J1519-6106,lfl+06,15:19:35.81,0.11,lfl+06,-61:06:54.6,1.2,lfl+06,229.8992083333333,-61.11516666666667
1011,J1519-6308,hfs+04,15:19:09.56,0.18,hfs+04,-63:08:19.5,1.0,hfs+04,229.78983333333332,-63.13875
1012,J1522-5525,kbm+03,15:22:06.7,0.1,kbm+03,-55:25:17.5,0.9,kbm+03,230.52791666666664,-55.421527777777776
1013,J1522-5735,pga+13,15:22:05.3,0.1,pga+13,-57:35:00,1.0,pga+13,230.5220833333333,-57.583333333333336
1014,J1522-5829,jlm+92,15:22:42.244,0.004,lbs+20,-58:29:02.815,0.003,lbs+20,230.67601666666664,-58.48411527777778
1015,J1523-3235,sfj+20,15:23:37.70,0.02,sfj+20,-32:35:42.1,0.5,sfj+20,230.9070833333333,-32.59502777777778
1016,J1524-20,mss+20,15:24:44,0.0,mss+20,-20:59:21,0.0,mss+20,231.1833333333333,-20.989166666666666
1017,J1524-5625,kbm+03,15:24:49.86,0.04,kbm+03,-56:25:23.4,0.6,kbm+03,231.20774999999998,-56.42316666666667
1018,J1524-5706,kbm+03,15:24:21.42,0.12,psj+19,-57:06:34.64,0.15,psj+19,231.08925,-57.10962222222222
1019,J1524-5819,kel+09,15:24:24.65,0.02,kel+09,-58:19:14.1,0.4,kel+09,231.1027083333333,-58.32058333333334
1020,J1525-5417,kbm+03,15:25:28.35,0.06,kbm+03,-54:17:20,1.0,kbm+03,231.36812499999996,-54.288888888888884
1021,J1525-5523,ncb+15,15:25:36.064,0.007,ncb+15,-55:23:27.2,0.2,ncb+15,231.40026666666662,-55.39088888888889
1022,J1525-5545,nbb+14,15:25:28.1340,0.0002,nbb+14,-55:45:49.842,0.005,nbb+14,231.36722499999996,-55.763845
1023,J1525-5605,kbm+03,15:25:41.45,0.09,kbm+03,-56:05:13,2.0,kbm+03,231.4227083333333,-56.08694444444445
1024,J1526-2744,aab+22,15:26:34,0.0,aab+22,-27:43:34,0.0,aab+22,231.64166666666665,-27.72611111111111
1025,J1526-5633,kbm+03,15:26:41.2,0.1,kbm+03,-56:33:43,3.0,kbm+03,231.67166666666665,-56.56194444444444
1026,J1527-3931,mlt+78,15:27:58.828,0.009,lbs+20,-39:31:34.2,0.2,lbs+20,231.9951166666666,-39.52616666666667
1027,J1527-5552,mlt+78,15:27:40.734,0.004,lbs+20,-55:52:08.352,0.006,lbs+20,231.91972499999997,-55.868986666666665
1028,J1528-3146,jbo+07,15:28:34.9542,0.0002,jbo+07,-31:46:06.836,0.008,jbo+07,232.14564249999998,-31.768565555555554
1029,J1528-4109,ebvb01,15:28:08.033,0.008,ebvb01,-41:09:28.8,0.2,ebvb01,232.03347083333333,-41.158
1030,J1528-5547,ncb+15,15:28:39.18,0.12,ncb+15,-55:47:23,2.0,ncb+15,232.16324999999998,-55.78972222222222
1031,J1528-5838,cwp+17,15:28:24.3,0.1,cwp+17,-58:38:01,1.0,cwp+17,232.10124999999996,-58.63361111111111
1032,J1529-26,mss+20,15:29,0.0,mss+20,-26,0.0,mss+20,232.24999999999997,-26.0
1033,J1529-3828,nbb+14,15:29:15.1066,0.001,nbb+14,-38:28:45.85,0.03,nbb+14,232.31294416666663,-38.47940277777778
1034,J1529+40,ttk+17,15:29:12,18.0,scb+19,+40:49,3.0,scb+19,232.29999999999995,40.81666666666667
1035,J1529-5355,kbm+03,15:29:57.6,0.3,kbm+03,-53:55:36,5.0,kbm+03,232.48999999999995,-53.92666666666666
1036,J1529-5611,kbm+03,15:29:35.8,0.6,kbm+03,-56:11:29,13.0,kbm+03,232.39916666666664,-56.19138888888889
1037,J1530-21,mss+20,15:30,0.0,mss+20,-21,0.0,mss+20,232.49999999999997,-21.0
1038,J1530-5327,mlc+01,15:30:26.892,0.002,psj+19,-53:27:56.02,0.04,psj+19,232.61204999999995,-53.465561111111114
1039,J1530-6343,bbb+12,15:30:47.608,0.02,bsb+19,-63:43:13.6,0.3,bsb+19,232.69836666666666,-63.720444444444446
1040,J1531-4012,ebvb01,15:31:08.05,0.01,ebvb01,-40:12:30.9,0.4,ebvb01,232.78354166666665,-40.20858333333334
1041,J1531-5610,kbm+03,15:31:27.901,0.011,psj+19,-56:10:55.33,0.13,psj+19,232.86625416666664,-56.18203611111111
1042,J1532+2745,dth78,15:32:10.3646,0.0001,dgb+19,+27:45:49.623,0.001,dgb+19,233.0431858333333,27.763784166666667
1043,J1532-5308,kbm+03,15:32:35.5,0.1,kbm+03,-53:08:06,2.0,kbm+03,233.14791666666662,-53.135
1045,J1534-4428,bbb+12,15:34:52.00,0.05,bbb+12,-44:28:09.4,0.8,bbb+12,233.71666666666664,-44.469277777777776
1047,J1534-5334,lvw68,15:34:08.278,0.006,jbv+19,-53:34:19.66,0.08,jbv+19,233.53449166666664,-53.57212777777778
1048,J1534-5405,jlm+92,15:34:33.59,0.03,jml+95,-54:05:39.7,0.5,jml+95,233.6399583333333,-54.09436111111111
1049,J1535-4114,ebvb01,15:35:17.07,0.01,ebvb01,-41:14:03.1,0.3,ebvb01,233.82112499999997,-41.23419444444445
1050,J1535-4415,ebvb01,15:35:55.92,0.07,jbo+09,-44:15:08.4,1.2,jbo+09,233.98299999999998,-44.25233333333333
1051,J1535-5450,kbm+03,15:35:58.26,0.06,kbm+03,-54:50:26,1.0,kbm+03,233.99275,-54.84055555555556
1052,J1535-5848,kbm+03,15:35:16.76,0.04,kbm+03,-58:48:27.7,0.3,kbm+03,233.8198333333333,-58.807694444444444
1053,J1536+17,ttk+17,15:36:15,0.0,ttk+17,+17:49,0.0,ttk+17,234.06249999999997,17.816666666666666
1054,J1536-30,mss+20,15:36,0.0,mss+20,-30,0.0,mss+20,233.99999999999997,-30.0
1055,J1536-3602,jbo+09,15:36:17.382,0.014,jbo+09,-36:02:58.8,0.5,jbo+09,234.07242499999998,-36.04966666666667
1056,J1536-4948,brj+21,15:36:23.22091,3e-05,brj+21,-49:48:54.6880,0.0008,brj+21,234.09675379166663,-49.815191111111105
1057,J1536-5433,mlc+01,15:36:04.82,0.19,mlc+01,-54:33:15,4.0,mlc+01,234.0200833333333,-54.55416666666667
1058,J1536-5907,kel+09,15:36:17.72,0.02,kel+09,-59:07:03.6,0.6,kel+09,234.07383333333328,-59.117666666666665
1059,J1537+1155,wol91a,15:37:09.961730,3e-06,fst14,+11:55:55.43387,6e-05,fst14,234.29150720833331,11.93206496388889
1060,J1537-4912,ebvb01,15:37:28.2,0.2,jbo+09,-49:12:03,3.0,jbo+09,234.36749999999998,-49.200833333333335
1061,J1537-5153,kbm+03,15:37:15.73,0.06,kbm+03,-51:53:06,1.0,kbm+03,234.31554166666663,-51.885
1062,J1537-5312,ccb+20,15:37:37.69466,0.00018,ccb+20,-53:12:25.057,0.003,ccb+20,234.40706108333333,-53.20696027777778
1063,J1537-5645,mlc+01,15:37:51.0,0.3,mlc+01,-56:45:04,7.0,mlc+01,234.46249999999998,-56.75111111111111
1064,J1538+2345,kkl+15,15:38:06.07,0.02,kkl+15,+23:45:04.0,0.2,kkl+15,234.52529166666662,23.75111111111111
1065,J1538-5438,mlc+01,15:38:48.95,0.15,mlc+01,-54:38:17,3.0,mlc+01,234.7039583333333,-54.63805555555555
1066,J1538-5519,kel+09,15:38:40.83,0.09,kel+09,-55:19:46,2.0,kel+09,234.67012499999996,-55.32944444444445
1067,J1538-5551,hfs+04,15:38:45.016,0.005,psj+19,-55:51:36.95,0.08,psj+19,234.6875666666666,-55.86026388888889
1068,J1538-5621,ncb+15,15:38:43.29,0.02,ncb+15,-56:21:55.5,0.4,ncb+15,234.68037499999997,-56.36541666666667
1069,J1538-5638,kbm+03,15:38:05.7,0.2,kbm+03,-56:38:12,4.0,kbm+03,234.52374999999995,-56.63666666666666
1070,J1538-5732,lfl+06,15:38:18.18,0.03,lfl+06,-57:32:29.3,0.4,lfl+06,234.57574999999997,-57.54147222222222
1071,J1538-5750,kbm+03,15:38:08.41,0.04,kbm+03,-57:50:17.1,0.6,kbm+03,234.53504166666664,-57.83808333333334
1072,J1539-4828,ekl09,15:39:40.84,0.06,eklk13,-48:28:57,1.0,eklk13,234.92016666666666,-48.4825
1073,J1539-5521,kbm+03,15:39:07.97,0.07,kbm+03,-55:21:11.2,0.8,kbm+03,234.7832083333333,-55.35311111111111
1074,J1539-5626,jlm+92,15:39:14.06,0.18,psj+19,-56:26:26.3,0.2,psj+19,234.8085833333333,-56.440638888888884
1075,J1539-6322,ebvb01,15:39:24.70,0.03,jbo+09,-63:22:53.2,0.2,jbo+09,234.85291666666663,-63.38144444444445
1076,J1540-5736,mlc+01,15:40:59.02,0.12,mlc+01,-57:36:57,3.0,mlc+01,235.24591666666663,-57.615833333333335
1078,J1541+47,dcm+23,15:41:05.54,0.0,dcm+23,+47:03:03.45,0.0,dcm+23,235.27308333333332,47.050958333333334
1079,J1541-5535,kbm+03,15:41:49.6,0.4,kbm+03,-55:35:01,5.0,kbm+03,235.45666666666665,-55.58361111111111
1080,J1542-5034,mld+96,15:42:45.32,0.02,lbs+20,-50:34:03.66,0.03,lbs+20,235.6888333333333,-50.567683333333335
1081,J1542-5133,hfs+04,15:42:19.93,0.13,hfs+04,-51:33:35,3.0,hfs+04,235.58304166666662,-51.55972222222222
1082,J1542-5303,kbm+03,15:42:54.51,0.04,kbm+03,-53:03:41,1.0,kbm+03,235.72712499999997,-53.061388888888885
1083,J1543-0620,mlt+78,15:43:30.1373,0.0001,dgb+19,-06:20:45.332,0.002,dgb+19,235.8755720833333,-6.345925555555556
1084,J1543+0929,ls69,15:43:38.8250,0.0001,cbv+09,+09:29:16.339,0.002,cbv+09,235.91177083333332,9.487871944444443
1085,J1543-5013,kbm+03,15:43:58.25,0.08,kbm+03,-50:13:58,1.0,kbm+03,235.9927083333333,-50.23277777777778
1086,J1543-5149,kjb+12,15:43:44.1498,0.0002,nbb+14,-51:49:54.685,0.002,nbb+14,235.9339575,-51.831856944444446
1087,J1543-5459,mlc+01,15:43:56.43,0.06,psj+19,-54:59:15.0,0.8,psj+19,235.98512499999998,-54.987500000000004
1088,J1544-0713,sfj+20,15:44:23.527,0.002,sfj+20,-07:13:59.02,0.12,sfj+20,236.0980291666666,-7.233061111111112
1089,J1544+4937,brr+13,15:44:04.48722,2e-05,brr+13,+49:37:55.2545,0.0002,brr+13,236.01869674999995,49.63201513888889
1090,J1544-5308,mlt+78,15:44:59.8294,0.0006,lbs+20,-53:08:46.953,0.009,lbs+20,236.24928916666664,-53.14637583333333
1091,J1545-4550,bbb+13,15:45:55.945458,3.7e-06,rsc+21,-45:50:37.52757,7e-05,rsc+21,236.48310607499997,-45.84375765833334
1092,J1546-3747A,lr11,15:46:03.44,0.0,sw86,-37:47:10.1,0.0,sw86,236.5143333333333,-37.786138888888885
1093,J1546-5302,kbm+03,15:46:07.4,0.1,kbm+03,-53:02:23.0,0.9,kbm+03,236.53083333333333,-53.03972222222222
1094,J1546-5925,mlb+12,15:46:29.3456,0.0005,lkf+21,-59:25:44.871,0.003,lkf+21,236.6222733333333,-59.42913083333333
1095,J1547-0944,lbr+13,15:47:46.058,0.036,lbr+13,-09:44:07.8,3.2,lbr+13,236.9419083333333,-9.7355
1096,J1547-5709,ccb+20,15:47:24.1248,0.0012,ccb+20,-57:09:17.5699,0.0016,ccb+20,236.85052,-57.15488052777778
1097,J1547-5750,hfs+04,15:47:30.60,0.1,hfs+04,-57:50:29.4,1.5,hfs+04,236.87749999999997,-57.8415
1098,J1547-5839,kbm+03,15:47:34.99,0.04,kbm+03,-58:39:09.8,0.7,kbm+03,236.89579166666664,-58.65272222222222
1099,J1548-4821,kbm+03,15:48:23.26,0.03,kbm+03,-48:21:49.7,0.6,kbm+03,237.09691666666666,-48.36380555555556
1100,J1548-4927,kbm+03,15:48:19.47,0.03,kbm+03,-49:27:40.4,0.5,kbm+03,237.081125,-49.461222222222226
1101,J1548-5607,mlc+01,15:48:44.015,0.008,psj+19,-56:07:34.3,1.0,psj+19,237.18339583333332,-56.126194444444444
1102,J1549+2113,fcwa95,15:49:40.941,0.005,lxf+05,+21:13:26.9,0.1,lxf+05,237.42058749999998,21.224138888888888
1103,J1549-4848,mld+96,15:49:21.08,0.17,psj+19,-48:48:35.5,0.3,psj+19,237.3378333333333,-48.80986111111111
1105,J1549-5722,kbm+03,15:49:47.9,0.1,kbm+03,-57:22:02,1.0,kbm+03,237.44958333333332,-57.367222222222225
1106,J1550-5242,kbm+03,15:50:02.95,0.05,kbm+03,-52:42:07.0,0.8,kbm+03,237.51229166666664,-52.70194444444445
1107,J1550-5317,kbm+03,15:50:04.8,0.1,kbm+03,-53:17:21,2.0,kbm+03,237.51999999999998,-53.28916666666667
1108,J1550-5418,crhr07,15:50:54.12386,0.00064,dcrh12,-54:18:24.1141,0.002,dcrh12,237.7255160833333,-54.30669836111111
1109,J1551-0658,hrm+11,15:51:07.215,0.04,rb13,-06:58:06.5,0.6,rb13,237.78006249999999,-6.968472222222222
1110,J1551-4424,bbb+12,15:51:48.02,0.05,bbb+12,-44:24:42,1.0,bbb+12,237.9500833333333,-44.41166666666666
1111,J1551-5310,hfs+04,15:51:41.0,1.0,psj+19,-53:11:00.5,0.4,psj+19,237.9208333333333,-53.18347222222222
1112,J1551-6214,bbb+12,15:51:36.788,0.008,bsb+19,-62:14:23.37,0.09,bsb+19,237.90328333333332,-62.239825
1113,J1552-4937,fsk+04,15:52:13.2709,0.0004,lem+15,-49:37:49.744,0.011,lem+15,238.05529541666664,-49.63048444444445
1114,J1552+5437,pbh+17,15:52:53.33117,0.00017,pbh+17,+54:37:05.7866,0.0014,pbh+17,238.2222132083333,54.61827405555555
1115,J1553-5456,mlt+78,15:53:59.61,0.01,lbs+20,-54:56:06.25,0.01,lbs+20,238.49837499999998,-54.935069444444444
1117,J1554-5209,kle+10,15:54:27.15,0.02,kkl+11,-52:09:38.3,0.4,kkl+11,238.61312499999997,-52.16063888888889
1118,J1554-5512,kbm+03,15:54:40.5,0.4,kbm+03,-55:12:33,12.0,kbm+03,238.66875,-55.20916666666667
1120,J1555-0515,blr+13,15:55:40.097,0.016,blr+13,-05:15:57.4,0.5,blr+13,238.9170708333333,-5.265944444444444
1121,J1555-2341,mlt+78,15:55:33.184,0.017,hlk+04,-23:41:09.9,1.1,hlk+04,238.88826666666662,-23.686083333333332
1122,J1555-2908,rnc+22,15:55:40.65855,7e-05,gbv+21,-29:08:28.4232,0.0006,gbv+21,238.91941062499995,-29.141228666666667
1123,J1555-3134,mlt+78,15:55:17.952,0.003,hlk+04,-31:34:20.10,0.13,hlk+04,238.82479999999998,-31.57225
1124,J1556-5358,kbm+03,15:56:51.5,0.3,kbm+03,-53:58:55,2.0,kbm+03,239.2145833333333,-53.981944444444444
1125,J1557-4258,mld+96,15:57:00.2580,0.0009,dsb+98,-42:58:12.66,0.02,dsb+98,239.25107499999996,-42.97018333333334
1126,J1557-5151,ccb+20,15:57:29.30,0.02,ccb+20,-51:51:08.4,0.3,ccb+20,239.37208333333328,-51.852333333333334
1127,J1558-5419,mlc+01,15:58:41.45,0.19,mlc+01,-54:19:26,5.0,mlc+01,239.6727083333333,-54.323888888888895
1128,J1558-5756,lfl+06,15:58:30.53,0.03,lfl+06,-57:56:26.1,0.4,lfl+06,239.6272083333333,-57.94058333333333
1129,J1558-67,mbc+19,15:58:21,0.0,mbc+19,-67:35:59,0.0,mbc+19,239.58749999999998,-67.59972222222221
1131,J1559-4438,vl72,15:59:41.526126,8e-06,dtbr09,-44:38:45.901778,3.5e-05,dtbr09,239.92302552499996,-44.64608382722222
1132,J1559-5545,mlt+78,15:59:20.7,0.1,lbs+20,-55:45:47,1.0,lbs+20,239.83624999999998,-55.76305555555555
1133,J1600-3053,jbo+07,16:00:51.903102,2.2e-06,rsc+21,-30:53:49.39259,0.00011,rsc+21,240.21626292499997,-30.89705349722222
1134,J1600-5044,kac+73,16:00:53.015,0.002,jbv+19,-50:44:21.30,0.04,jbv+19,240.2208958333333,-50.73925
1135,J1600-5751,mlt+78,16:00:19.90,0.11,psj+19,-57:51:15.3,1.3,psj+19,240.08291666666665,-57.85425
1136,J1600-5916,lfl+06,16:00:35.0,0.4,lfl+06,-59:16:59,3.0,lfl+06,240.14583333333331,-59.283055555555556
1138,J1601-5244,mlc+01,16:01:27.3,0.3,mlc+01,-52:44:09,3.0,mlc+01,240.36374999999995,-52.73583333333333
1139,J1601-5335,mlc+01,16:01:54.81,0.02,psj+19,-53:35:44.1,0.4,psj+19,240.47837499999997,-53.59558333333334
1140,J1602+3901,sbo+22,16:02:18.84,0.08,sbo+22,+39:01:01.8,0.9,sbo+22,240.5785,39.01716666666667
1141,J1602-4957,kbm+03,16:02:18.2,0.1,kbm+03,-49:57:32,4.0,kbm+03,240.5758333333333,-49.95888888888889
1142,J1602-5100,kac+73,16:02:18.73,0.01,jbv+19,-51:00:06.1,0.2,jbv+19,240.57804166666668,-51.001694444444446
1143,J1603-1655,mss+20,16:03:09,0.0,mss+20,-16:55:28,0.0,mss+20,240.7875,-16.924444444444447
1145,J1603-2531,mld+96,16:03:04.8253,0.0006,lbs+20,-25:31:47.9,0.4,lbs+20,240.77010541666667,-25.52997222222222
1146,J1603-2712,mlt+78,16:03:08.063,0.0087,hlk+04,-27:13:27.6,0.53,hlk+04,240.7835958333333,-27.22433333333333
1147,J1603-3539,ebvb01,16:03:53.697,0.005,ebvb01,-35:39:57.1,0.3,ebvb01,240.97373749999997,-35.66586111111111
1148,J1603-5312,ccb+20,16:03:50.88,0.03,ccb+20,-53:12:58.0,0.4,ccb+20,240.962,-53.21611111111111
1149,J1603-5657,lml+98,16:03:31.46,0.02,dsb+98,-56:57:44.19,0.08,dsb+98,240.88108333333332,-56.962275000000005
1150,J1603-7202,llb+96,16:03:35.675239,8.8e-06,rsc+21,-72:02:32.75811,5.3e-05,rsc+21,240.89864682916664,-72.04243280833333
1151,J1604-3142,kbj+18,16:04:36.546,0.002,sfj+20,-31:42:06.4,0.2,sfj+20,241.15227499999995,-31.701777777777778
1153,J1604-4718,lfl+06,16:04:29.41,0.04,lfl+06,-47:18:47.9,0.6,lfl+06,241.12254166666662,-47.31330555555555
1154,J1604-4909,mlt+78,16:04:22.976,0.002,jbv+19,-49:09:57.98,0.03,jbv+19,241.0957333333333,-49.16610555555555
1155,J1604-7203,lml+98,16:04:29.177,0.005,dsb+98,-72:03:30.46,0.04,dsb+98,241.1215708333333,-72.05846111111111
1156,J1605+3249,hab07,16:05:18.52,0.03,kkk03,+32:49:18.0,0.3,kkk03,241.3271666666666,32.82166666666667
1157,J1605-5215,mlc+01,16:05:19.0,0.4,mlc+01,-52:15:48,5.0,mlc+01,241.32916666666662,-52.263333333333335
1158,J1605-5257,kac+73,16:05:16.265,0.003,lbs+20,-52:57:34.80,0.05,lbs+20,241.31777083333327,-52.95966666666667
1159,J1607-0032,vl70,16:07:12.0598,0.0002,dgb+19,-00:32:41.527,0.002,dgb+19,241.80024916666665,-0.5448686111111111
1160,J1607-5140,mlc+01,16:07:49.3,0.3,mlc+01,-51:40:16,4.0,mlc+01,241.95541666666662,-51.67111111111111
1161,J1607-6449,bbb+12,16:07:48.711,0.008,bbb+12,-64:49:43.08,0.08,bbb+12,241.95296249999998,-64.82863333333333
1162,J1609-1930,jbo+09,16:09:05.35,0.12,jbo+09,-19:30:08,9.0,jbo+09,242.2722916666666,-19.502222222222223
1163,J1609-4616,hfs+04,16:09:41.13,0.04,hfs+04,-46:16:22.5,0.4,hfs+04,242.42137499999993,-46.27291666666667
1164,J1609-5158,mlc+01,16:09:26.7,0.5,mlc+01,-51:58:18,9.0,mlc+01,242.36124999999996,-51.97166666666667
1165,J1610-1322,dtws85,16:10:42.77,0.037,hlk+04,-13:22:22,2.5,hlk+04,242.67820833333334,-13.372777777777777
1167,J1610-5006,mlc+01,16:10:44.30,0.09,mlc+01,-50:06:42.2,1.6,mlc+01,242.68458333333334,-50.11172222222223
1168,J1610-5303,kbm+03,16:10:12.82,0.09,kbm+03,-53:03:49,3.0,kbm+03,242.55341666666666,-53.06361111111111
